nombre_producto,fecha,semana,categoria,tienda,comuna,region,motivo,subtipo,area_responsable,unidades_merma,costo_unitario,valor_total_merma
MORTADELA JAMONADA SAN JORGE 1 KG,2016-12-09,49,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,854,239
MORTADELA JAMONADA SAN JORGE 1 KG,2016-12-12,50,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,277,25
MORTADELA JAMONADA SAN JORGE 1 KG,2016-12-13,50,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,451,67
MORTADELA JAMONADA SAN JORGE 1 KG,2016-12-15,50,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,390,50
MORTADELA JAMONADA SAN JORGE 1 KG,2016-12-16,50,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,479,75
MORTADELA JAMONADA SAN JORGE 1 KG,2016-12-19,51,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,357,42
MORTADELA JAMONADA SAN JORGE 1 KG,2016-12-22,51,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,866,246
MORTADELA JAMONADA SAN JORGE 1 KG,2016-12-23,51,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,378,47
MORTADELA JAMONADA SAN JORGE 1 KG,2016-12-24,51,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,290,28
MORTADELA JAMONADA SAN JORGE 1 KG,2016-12-25,51,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,290,28
SOBRCOSTILL VAC PORC KG,2016-12-04,48,VACUNO ESPECIALIDAD,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,11,34856,377490
SOBRCOSTILL VAC PORC KG,2016-12-16,50,VACUNO ESPECIALIDAD,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,11,34855,377480
SOBRCOSTILL VAC PORC KG,2016-12-06,49,VACUNO ESPECIALIDAD,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,1,4245,5561
SOBRCOSTILL VAC PORC KG,2016-12-11,49,VACUNO ESPECIALIDAD,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,1118,386
SOBRCOSTILL VAC PORC KG,2016-12-06,49,VACUNO ESPECIALIDAD,TEMUCO V,TEMUCO,IX,Vencimiento,Caducidad,Bodega,1,4312,5726
SOBRCOSTILL VAC PORC KG,2016-12-20,51,VACUNO ESPECIALIDAD,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,5025,7517
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-05,49,HOJAS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,524,524
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-06,49,HOJAS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,537,537
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-12,50,HOJAS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,556,556
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-16,50,HOJAS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,2,1044,2088
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-24,51,HOJAS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,525,525
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-26,52,HOJAS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,6,3192,19152
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-02,48,HOJAS,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,9,4688,42192
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-04,48,HOJAS,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,26,13543,352118
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-08,49,HOJAS,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,2,1073,2146
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-12,50,HOJAS,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,2,1105,2210
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-22,51,HOJAS,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,6,3209,19254
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-24,51,HOJAS,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,5,2660,13300
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-17,50,HOJAS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,546,546
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-20,51,HOJAS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,3,1636,4908
LECHUGA ESCAROLA BOLSA NORTE.,2016-12-23,51,HOJAS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,518,518
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-02,48,BEBIDAS ENERGETICAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,722,722
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-06,49,BEBIDAS ENERGETICAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,723,723
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-25,51,BEBIDAS ENERGETICAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,726,726
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-03,48,BEBIDAS ENERGETICAS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,728,728
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-19,51,BEBIDAS ENERGETICAS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,729,729
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-02,48,BEBIDAS ENERGETICAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,711,711
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-10,49,BEBIDAS ENERGETICAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,717,717
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-12,50,BEBIDAS ENERGETICAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,717,717
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-02,48,BEBIDAS ENERGETICAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1457,2914
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-09,49,BEBIDAS ENERGETICAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,729,729
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-13,50,BEBIDAS ENERGETICAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,729,729
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-17,50,BEBIDAS ENERGETICAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1459,2918
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-18,50,BEBIDAS ENERGETICAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,729,729
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-20,51,BEBIDAS ENERGETICAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,729,729
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-22,51,BEBIDAS ENERGETICAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,3,2188,6564
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-26,52,BEBIDAS ENERGETICAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,729,729
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-08,49,BEBIDAS ENERGETICAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,729,729
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-10,49,BEBIDAS ENERGETICAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,729,729
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-11,49,BEBIDAS ENERGETICAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1458,2916
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-16,50,BEBIDAS ENERGETICAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,729,729
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-20,51,BEBIDAS ENERGETICAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,729,729
BEBIDA ENERGETICA RED BULL 250 CC,2016-12-25,51,BEBIDAS ENERGETICAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1459,2918
GALLETA CROC ORIGINAL KRYZPO 40 GR,2016-12-15,50,SNACKS,TEMUCO III,TEMUCO,IX,Vencimiento,Caducidad,Bodega,55,12738,700590
JAMON PIERNA ACARAMELADO PF KG,2016-12-02,48,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,433,40
JAMON PIERNA ACARAMELADO PF KG,2016-12-03,48,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,263,15
JAMON PIERNA ACARAMELADO PF KG,2016-12-05,49,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,216,10
JAMON PIERNA ACARAMELADO PF KG,2016-12-06,49,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,169,6
JAMON PIERNA ACARAMELADO PF KG,2016-12-08,49,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,1326,374
JAMON PIERNA ACARAMELADO PF KG,2016-12-12,50,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,555,65
JAMON PIERNA ACARAMELADO PF KG,2016-12-15,50,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,193,8
JAMON PIERNA ACARAMELADO PF KG,2016-12-16,50,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,146,5
JAMON PIERNA ACARAMELADO PF KG,2016-12-17,50,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,2192,1021
JAMON PIERNA ACARAMELADO PF KG,2016-12-18,50,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,122,3
JAMON PIERNA ACARAMELADO PF KG,2016-12-22,51,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,386,32
JAMON PIERNA ACARAMELADO PF KG,2016-12-02,48,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,847,152
JAMON PIERNA ACARAMELADO PF KG,2016-12-05,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,409,36
JAMON PIERNA ACARAMELADO PF KG,2016-12-06,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,795,134
JAMON PIERNA ACARAMELADO PF KG,2016-12-08,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,1857,734
JAMON PIERNA ACARAMELADO PF KG,2016-12-09,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,531,60
JAMON PIERNA ACARAMELADO PF KG,2016-12-10,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,1256,335
JAMON PIERNA ACARAMELADO PF KG,2016-12-11,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,1712,623
JAMON PIERNA ACARAMELADO PF KG,2016-12-12,50,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,555,65
JAMON PIERNA ACARAMELADO PF KG,2016-12-15,50,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,508,55
JAMON PIERNA ACARAMELADO PF KG,2016-12-14,50,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,795,134
JAMON PIERNA ACARAMELADO PF KG,2016-12-16,50,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,748,119
JAMON PIERNA ACARAMELADO PF KG,2016-12-18,50,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,672,100
JAMON PIERNA ACARAMELADO PF KG,2016-12-02,48,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,302,20
JAMON PIERNA ACARAMELADO PF KG,2016-12-20,51,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,1087,262
JAMON PIERNA ACARAMELADO PF KG,2016-12-21,51,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,519,60
JAMON PIERNA ACARAMELADO PF KG,2016-12-23,51,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,95,2
JAMON PIERNA ACARAMELADO PF KG,2016-12-24,51,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,370,30
JAMON PIERNA ACARAMELADO PF KG,2016-12-26,52,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,1434,456
JAMON PIERNA ACARAMELADO PF KG,2016-12-02,48,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,902,180
JAMON PIERNA ACARAMELADO PF KG,2016-12-02,48,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,847,152
JAMON PIERNA ACARAMELADO PF KG,2016-12-04,48,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,611,79
JAMON PIERNA ACARAMELADO PF KG,2016-12-11,49,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,1035,228
JAMON PIERNA ACARAMELADO PF KG,2016-12-15,50,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,771,126
JAMON PIERNA ACARAMELADO PF KG,2016-12-18,50,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,530,63
JAMON PIERNA ACARAMELADO PF KG,2016-12-19,51,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,920,189
JAMON PIERNA ACARAMELADO PF KG,2016-12-22,51,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,1795,718
JAMON PIERNA ACARAMELADO PF KG,2016-12-23,51,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,390,34
JAMON PIERNA ACARAMELADO PF KG,2016-12-25,51,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,619,85
JAMON PIERNA ACARAMELADO PF KG,2016-12-26,52,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,229,12
JAMON PIERNA ACARAMELADO PF KG,2016-12-10,49,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,782,130
JAMON PIERNA ACARAMELADO PF KG,2016-12-16,50,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,1050,234
LIMON GRANEL KG,2016-12-10,49,CITRICO,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,122,16
LIMON GRANEL KG,2016-12-12,50,CITRICO,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,332,118
LIMON GRANEL KG,2016-12-22,51,CITRICO,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,1275,1785
LIMON GRANEL KG,2016-12-24,51,CITRICO,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,342,128
LIMON GRANEL KG,2016-12-03,48,CITRICO,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,1,1343,1383
LIMON GRANEL KG,2016-12-04,48,CITRICO,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,1,1434,1577
LIMON GRANEL KG,2016-12-05,49,CITRICO,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,2,2193,4441
LIMON GRANEL KG,2016-12-02,48,CITRICO,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,1340,1353
LIMON GRANEL KG,2016-12-06,49,CITRICO,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,1109,959
LIMON GRANEL KG,2016-12-08,49,CITRICO,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,903,637
LIMON GRANEL KG,2016-12-09,49,CITRICO,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,577,260
LIMON GRANEL KG,2016-12-13,50,CITRICO,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,442,164
LIMON GRANEL KG,2016-12-16,50,CITRICO,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,354,110
LIMON GRANEL KG,2016-12-19,51,CITRICO,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,327,100
LIMON GRANEL KG,2016-12-22,51,CITRICO,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,472,208
LIMON GRANEL KG,2016-12-23,51,CITRICO,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,3,3124,9278
LIMON GRANEL KG,2016-12-05,49,CITRICO,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,1391,1519
LIMON GRANEL KG,2016-12-15,50,CITRICO,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,831,542
LIMON GRANEL KG,2016-12-20,51,CITRICO,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,2,2115,3511
LIMON GRANEL KG,2016-12-23,51,CITRICO,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,712,528
PLATANOS KILO.,2016-12-02,48,TROPICALES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,3,1308,3577
PLATANOS KILO.,2016-12-05,49,TROPICALES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,196,80
PLATANOS KILO.,2016-12-10,49,TROPICALES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,247,115
PLATANOS KILO.,2016-12-16,50,TROPICALES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,180,60
PLATANOS KILO.,2016-12-19,51,TROPICALES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,70,9
PLATANOS KILO.,2016-12-22,51,TROPICALES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,742,1020
PLATANOS KILO.,2016-12-24,51,TROPICALES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,2,887,1459
PLATANOS KILO.,2016-12-25,51,TROPICALES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,2,1240,2852
PLATANOS KILO.,2016-12-26,52,TROPICALES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,73,10
PLATANOS KILO.,2016-12-03,48,TROPICALES,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,175,68
PLATANOS KILO.,2016-12-05,49,TROPICALES,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,97,17
PLATANOS KILO.,2016-12-11,49,TROPICALES,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,1,348,224
PLATANOS KILO.,2016-12-12,50,TROPICALES,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,159,47
PLATANOS KILO.,2016-12-15,50,TROPICALES,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,1,608,684
PLATANOS KILO.,2016-12-22,51,TROPICALES,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,148,41
PLATANOS KILO.,2016-12-02,48,TROPICALES,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,3,1217,3176
PLATANOS KILO.,2016-12-04,48,TROPICALES,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,6,2769,16448
PLATANOS KILO.,2016-12-06,49,TROPICALES,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,162,49
PLATANOS KILO.,2016-12-20,51,TROPICALES,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,448,372
PLATANOS KILO.,2016-12-22,51,TROPICALES,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,267,132
JAMON PRAGA AHUM. SJ KG,2016-12-06,49,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,222,17
JAMON PRAGA AHUM. SJ KG,2016-12-12,50,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,133,6
JAMON PRAGA AHUM. SJ KG,2016-12-15,50,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,118,5
JAMON PRAGA AHUM. SJ KG,2016-12-16,50,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,118,5
JAMON PRAGA AHUM. SJ KG,2016-12-25,51,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,207,14
JAMON PRAGA AHUM. SJ KG,2016-12-26,52,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,385,50
JAMON PRAGA AHUM. SJ KG,2016-12-02,48,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,932,294
JAMON PRAGA AHUM. SJ KG,2016-12-04,48,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,503,86
JAMON PRAGA AHUM. SJ KG,2016-12-06,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,1288,560
JAMON PRAGA AHUM. SJ KG,2016-12-09,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,296,30
JAMON PRAGA AHUM. SJ KG,2016-12-10,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,414,58
JAMON PRAGA AHUM. SJ KG,2016-12-12,50,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,548,101
JAMON PRAGA AHUM. SJ KG,2016-12-14,50,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,444,67
JAMON PRAGA AHUM. SJ KG,2016-12-23,51,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,429,62
JAMON PRAGA AHUM. SJ KG,2016-12-02,48,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,459,71
JAMON PRAGA AHUM. SJ KG,2016-12-24,51,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,326,36
JAMON PRAGA AHUM. SJ KG,2016-12-02,48,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,148,7
JAMON PRAGA AHUM. SJ KG,2016-12-26,52,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,252,21
JAMON PRAGA AHUM. SJ KG,2016-12-02,48,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,385,50
JAMON PRAGA AHUM. SJ KG,2016-12-08,49,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,577,113
JAMON PRAGA AHUM. SJ KG,2016-12-09,49,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,903,275
JAMON PRAGA AHUM. SJ KG,2016-12-17,50,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,355,43
JAMON PRAGA AHUM. SJ KG,2016-12-19,51,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,296,30
JAMON PRAGA AHUM. SJ KG,2016-12-22,51,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,592,118
JAMON PRAGA AHUM. SJ KG,2016-12-25,51,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,755,193
JAMON PRAGA AHUM. SJ KG,2016-12-06,49,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,385,50
JAMON PRAGA AHUM. SJ KG,2016-12-09,49,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,545,100
JAMON PRAGA AHUM. SJ KG,2016-12-10,49,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,752,191
JAMON PRAGA AHUM. SJ KG,2016-12-15,50,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,89,3
JAMON PRAGA AHUM. SJ KG,2016-12-16,50,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,225,17
JAMON PRAGA AHUM. SJ KG,2016-12-23,51,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,231,18
JAMON PRAGA AHUM. SJ KG,2016-12-24,51,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,947,303
JAMON PRAGA AHUM. SJ KG,2016-12-25,51,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,947,303
JAMON PRAGA AHUM. SJ KG,2016-12-26,52,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,337,38
ARROZ G1 GRAN SELECCION TUCAPEL 1 KG,2016-12-09,49,ARROZ,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,871,871
ARROZ G1 GRAN SELECCION TUCAPEL 1 KG,2016-12-10,49,ARROZ,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,871,871
ARROZ G1 GRAN SELECCION TUCAPEL 1 KG,2016-12-12,50,ARROZ,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,871,871
ARROZ G1 GRAN SELECCION TUCAPEL 1 KG,2016-12-18,50,ARROZ,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,871,871
